Date,PRPFX,DBMF,KMLM,BTAL,RPAR,MNA,CTA,MTUM,QUAL,USMV,VLUE,JEPI,DIVO,ARKK,QAI,^PUT
2022-06-28,0.05817145788321424,0.14137124869904227,0.07889695372688885,0.0249016253952094,0.141084823659786,0.07556761675066731,0.03949854244802995,0.061843346890606,0.02944202574768085,0.011384018279948708,0.0716154644893993,0.040681494083120745,0.06890388248026573,0.07813703294426486,0.08955743954087973,0.1078700461384605
2022-06-29,0.05888134798812682,0.144357852123842,0.08037738586569285,0.025634366556009387,0.14218782029819996,0.07656771458362523,0.04023877337709597,0.06283865152810802,0.029344809762249943,0.01139571600425639,0.07229010144351235,0.04088922824077261,0.06973231234363489,0.07561485312476168,0.09024512241557771,0.10935365726197906
2022-06-30,0.058810693282370596,0.14566666159428118,0.0805127256134576,0.02595752634008773,0.14241758402044472,0.07679368399730603,0.04013963436598513,0.0627157795738583,0.029387924269044043,0.011479089794434355,0.07212393649300286,0.04106542537855266,0.07025554155609176,0.07436790369785232,0.09065439025130904,0.10965181321279509
2022-07-01,0.059639521512509994,0.14766723010802857,0.07994059924303358,0.02654643442270197,0.14389141843569214,0.07797453455557216,0.04173686605475729,0.06375684240156587,0.02978190613056614,0.011657911301344767,0.07309693885748117,0.041720414149978076,0.07103487075376433,0.0729741845572802,0.0917924369323451,0.11169814577402923
2022-07-05,0.168401665392445,0.056065506396121165,0.02677228416270341,0.06626427452978602,0.07492777861566692,0.0400484982621076,0.05254434746263448,0.09886452028145132,0.17207646848780406,0.044619425212870024,0.17257159533074864,0.03517242020091005,0.02557061501236699,0.02673289975854246,0.08448976309206571,0.010737107252611441
2022-07-06,0.16916763333270948,0.05661902977212859,0.026705689164732795,0.06423866397108632,0.07586621766144355,0.04031522938692483,0.05435073729771806,0.09736411461578925,0.17378159549955313,0.044614635972296875,0.17314178862256996,0.035037930504857095,0.025541677388765022,0.029139400060874402,0.08455735759868636,0.010756657481196176
2022-07-07,0.16944377187960416,0.057060231735330084,0.026633198954899615,0.06502297385034177,0.0755739698733928,0.04039143910819622,0.05488708007207382,0.09782182472149879,0.1750091378782717,0.04500706783446554,0.17308383745101955,0.03532769665362226,0.025661640573181006,0.02859205494883589,0.08478482339729539,0.0107862609525488
2022-07-08,0.16744557946863067,0.05611048514125999,0.026679677575792007,0.06270054136921739,0.07430675736743096,0.03981190882683658,0.05321438907618146,0.09613789534482536,0.17305597515208393,0.044151820708067356,0.17066418202190733,0.0346531713513212,0.025203123436054638,0.029525110287546234,0.08362752811441326,0.010532902420423039
2022-07-11,0.06935440517159533,0.08864354230134604,0.036708977318423874,0.024417723023119644,0.12280222063604235,0.04435747156239258,0.07622648607178327,0.09346197297566125,0.0793448062240371,0.03188448542220683,0.11433320077915418,0.05812474120394265,0.05206540158789444,0.045982760312216264,0.13220161634066874,0.03217746395618008
2022-07-12,0.06986171647228497,0.09025358650855499,0.03753144732987129,0.02504904235490443,0.12407325517388267,0.04451650392211525,0.07651306480363144,0.09479684035380785,0.07984446068231811,0.032177830246604706,0.11534043748914122,0.059025828827601975,0.05259068343901059,0.0438270819110997,0.13316626739193466,0.03251730531960048
2022-07-13,0.07031192113996972,0.09043660779243382,0.0372258087466837,0.024985607960124608,0.12546879863285265,0.04475675382742157,0.07851940515156108,0.09451324948757227,0.07966892857954598,0.032113107975573055,0.11653009815111572,0.05898648858729676,0.05259689905239065,0.044935052664866894,0.13386996855163905,0.032785026061053366
2022-07-14,0.07041971172199253,0.09094818048107377,0.03757951372038726,0.024999140542573954,0.12574916409185707,0.04492636817334512,0.07863771262520598,0.0946321682966567,0.07972914863700088,0.03214757250472925,0.11652228285184911,0.05881963954850099,0.05266851046670537,0.044827877627972294,0.13367137046875774,0.032952033162896674
2022-07-15,0.0704224406985052,0.09241274559249658,0.03825960669302374,0.02531874128786221,0.1263974211701497,0.045078631900057536,0.08054345063902502,0.09496853478930045,0.08027998217650359,0.032292071703252004,0.11618176012018258,0.059246540933340155,0.052627653220306804,0.04427607106473128,0.13445522474995217,0.03310539454223237
2022-07-18,0.06720489769267426,0.02709451317661727,0.05268421029614344,0.06533567782281124,0.09188488027102754,0.06534827295146825,0.06760299870271158,0.12090701319500358,0.06593738323351467,0.0992930029628384,0.023342508464246247,0.10529607068891718,0.024327434779348754,0.10440714064973597,0.06488438295068671,0.06323566517554412
2022-07-19,0.06816233235605189,0.027500198763638333,0.05312849017216439,0.06532865231138447,0.09240186600117108,0.06608755496627702,0.06848372896973326,0.1216469565177598,0.06645024361194779,0.0995099115009881,0.02354477369430777,0.10614476089700994,0.02448283423183263,0.10563118937784767,0.06570405653907249,0.06405796169314652
2022-07-20,0.06664957075011194,0.026471825945641896,0.05185080995607906,0.06347637040025025,0.08999529161253457,0.06464294443380948,0.06687024425327052,0.11836299939924848,0.06541887697933702,0.09752178027972659,0.023156885871759864,0.10339354453675516,0.023913681487190395,0.10474032930916742,0.06417023625884641,0.06244341535441955
2022-07-21,0.06651671670268805,0.026405973173266352,0.05121913362978007,0.06148174870513087,0.089651309545025,0.06413748585920173,0.0670322831536876,0.11659066980988031,0.0653111469884497,0.09627539391626205,0.02291294143894962,0.10214931042947889,0.023638221464849465,0.1085470041020424,0.0636923580956552,0.061868944898712946
2022-07-22,0.06589971589290348,0.02577874539328974,0.05131480764403773,0.059953400077609714,0.08897822221918762,0.06359827631963992,0.06542003720370648,0.11456094712964075,0.0648255982582248,0.09577003666396813,0.022635409221321304,0.10131064669043251,0.023347655762361127,0.10792368276347367,0.06326423496488953,0.061434223466568426
2022-07-25,0.03777730863294152,0.06283346302206445,0.053864634336827574,0.056915159065818864,0.06918426292984753,0.16580691067841705,0.10387502087835841,0.07499641240371598,0.061913992263946255,0.050877045253024125,0.013200835777093486,0.05328414095133077,0.0471804009069818,0.05364924135809894,0.080304034092612,0.12509996001251802
2022-07-26,0.037670301738679655,0.06281471181297868,0.054117604530679674,0.057342520411765706,0.06885227155276467,0.16485129080392222,0.10511784712441515,0.07565494946998177,0.06150751054771658,0.05061927952967207,0.013166843686206658,0.053349703187736096,0.04714596680095101,0.05274925091735583,0.07977710781015071,0.12476517630650502
2022-07-27,0.0378240316089741,0.06377537082432888,0.054530297978263344,0.05839893185712545,0.06950088100440467,0.1657291737386959,0.1043062620450133,0.0764986566497148,0.06142087188430114,0.05096827698533847,0.013230243809459879,0.05383835197307301,0.04730174491868398,0.05111873522164192,0.0802470213678617,0.12513205621679113
2022-07-28,0.037470408321358506,0.06191279590356459,0.053017490671469235,0.056850350050088615,0.06861343438928778,0.16433097758578522,0.10208755234412313,0.07511673558432413,0.06129258949033753,0.05052544919506445,0.01311232305086742,0.05295933967645884,0.046768645435724836,0.05246287548881286,0.07953078659695705,0.12375360101222821
2022-07-29,0.03752315411903573,0.060713580818264376,0.05236440403396978,0.05624505628841352,0.06851214182931559,0.16358215257044748,0.09715049346374965,0.07470702598244665,0.06143473927080006,0.050555543733561026,0.013068514267743886,0.052864902147382695,0.04641404933188774,0.05142743022826192,0.07951174408540801,0.12266929682776617
2022-08-01,0.16852634558807647,0.10695812642042092,0.06024705819499052,0.193179029070159,0.06584589314171689,0.10172087562848069,0.025931170374693367,0.07748937672986743,0.1200432814815788,0.04670241122780202,0.05388111828175764,0.034926319875792776,0.0396450221073831,0.020714506976942743,0.038101148823151076,0.08381640653991623
2022-08-02,0.16928060855023072,0.10640383830777382,0.05991440830468949,0.19319988163695562,0.0660961054280688,0.10229938754440693,0.026069684359065048,0.0774442831192055,0.12077442862938678,0.04693250679183831,0.054553728341976644,0.035047843839619446,0.03988955736094184,0.0211124108573222,0.03832212307234984,0.08463876524779866
2022-08-03,0.1705637304759318,0.10879395098371256,0.06123912328466526,0.19147678360110545,0.06622097401146156,0.10318571118934637,0.02649578641235267,0.0779660895528938,0.12113867308526365,0.047140685039680046,0.054445800676564245,0.03527791308098163,0.040174092390738596,0.02204375689098562,0.03858781746605064,0.08535182338050488
2022-08-04,0.16895450781796595,0.10859081435124837,0.06139326421939289,0.18767026597924927,0.0660198441024276,0.10282876677836032,0.026048831052971105,0.07677837392418149,0.12093626027921309,0.04713092713425155,0.05444660537276207,0.03499885371927195,0.03996333258314728,0.022853727770649427,0.038461382521739695,0.08451215853244978
2022-08-05,0.16991200595631217,0.10761054386465937,0.06057764148707973,0.18746130596738367,0.06622812110324289,0.10298314066692892,0.026163768504878802,0.07623438932802125,0.12197645254578084,0.04746960468798555,0.054533606565119117,0.035251195031007966,0.04009845606817822,0.023114769279938944,0.03891314179195822,0.08543064110261778
2022-08-08,0.07140464616628822,0.05806358179207147,0.003452994948537134,0.23566689163915952,0.036863366485682156,0.024512208671007674,0.11812333533682184,0.06486991991721908,0.06388315369782122,0.09556075091901015,0.08584959548952913,0.09299534160498371,0.05494853141011974,0.02987207261425416,0.024835309389214185,0.03745093661074156
2022-08-09,0.0712995389495403,0.057935524115658915,0.0034267850969438942,0.23280382668281496,0.03684979117656321,0.02435158240844289,0.11743123240003057,0.064826780876546,0.063580895101819,0.09533161145998342,0.08575414403350318,0.09283760904509086,0.05482752798130188,0.030142433568841047,0.024832868219249012,0.03730386428362674
2022-08-10,0.07067936189128587,0.057473419468457236,0.0034352687019916627,0.23706264764401752,0.03656340311168989,0.02451825951293833,0.11660827382278516,0.06508308751463769,0.06280530426094993,0.09482029331633453,0.08480129840819788,0.09259283380318874,0.05476805921559988,0.02856283382763912,0.024613484205210697,0.03716595055350751
2022-08-11,0.07109759515353112,0.056538338474687956,0.003366936040592068,0.23047023969519853,0.03638190638017851,0.024571185507574547,0.116915773918596,0.06473566066089224,0.06346029866408585,0.09495768391829376,0.08512311876509591,0.09209843931734303,0.0546289336037976,0.030143999125750602,0.024678048196881252,0.03691425040375022
2022-08-12,0.07136624366949355,0.05701780864810614,0.003440535415109482,0.23141689919193323,0.036342585608973924,0.02453772839100942,0.11754967125090277,0.06515379078888484,0.0634543285789459,0.09492960381307197,0.08595367518167608,0.09240334571210272,0.05481367160230345,0.029294987343743972,0.024810388528492846,0.037036682183075105
2022-08-15,0.11207123246306545,0.07363536775988143,0.0347492230976716,0.09601961833822993,0.0656401185691748,0.0705355026838991,0.05964991385424342,0.060154754166647756,0.06426804730284266,0.04736686137725726,0.10439906996652999,0.031962610844866,0.052121417241387975,0.039054447009171,0.09728009709152101,0.047276834945877776
2022-08-16,0.11404607108400519,0.07543813231885739,0.03553807458517659,0.09809155721933446,0.06703371184387255,0.07182294302157777,0.060340276623568605,0.06110978310832665,0.06554370193759297,0.04847284734104268,0.10622681917482622,0.032582936643988036,0.05306747224218386,0.03972969878059099,0.09901489434598958,0.047938377134808134
2022-08-17,0.11376653508879023,0.07527468937204486,0.03584571590419026,0.09844987828277268,0.0668529145681236,0.07183128854846983,0.0608904646046289,0.06105713906664247,0.06551575522641725,0.048600060694444266,0.10639435346187931,0.03253388554827684,0.05344118116139064,0.03845322140753065,0.09849538562950631,0.047877986006865485
2022-08-18,0.10856965687801262,0.0723536042199098,0.034881972837859966,0.09630772996243395,0.06400303323267094,0.0687246142152823,0.05916700863925772,0.05891899596074309,0.06260935953135498,0.04646033785171639,0.10121345981496617,0.031229770905532084,0.05126388974899275,0.035216636137456084,0.09390651191116188,0.04605043942144251
2022-08-19,0.11053125973108537,0.07394461054703282,0.035809597106631834,0.09820985965583388,0.06532818449440374,0.06972035830157097,0.05992309433863148,0.06014097066882248,0.06378262527766046,0.047251588147984996,0.10342859692415864,0.03177297989116849,0.052313363911562556,0.03519610631369329,0.09546293418273044,0.04655778053890919
2022-08-22,0.031033327547776466,0.054341470512837685,0.03917872611706396,0.014458713023984009,0.028689219961634687,0.07008327711690886,0.0751174004507984,0.06710011181762882,0.030667420198303506,0.18585172597336164,0.038708767087333666,0.05577910735205874,0.2014091444584426,0.06370285698688424,0.024561242683208945,0.03082320417474319
2022-08-23,0.029696457856790457,0.0523844028649465,0.037601302318399484,0.01403887826617322,0.027551441977198207,0.0674233254545367,0.07364382961967209,0.06474277633685648,0.029257503484643264,0.17764498491632214,0.03676618412991239,0.053702395980953145,0.19242067305731694,0.06086768020700641,0.02353735093866409,0.029445018706488094
2022-08-24,0.030836140978126387,0.05418078743992689,0.038806225991260636,0.014376971728054034,0.028502601877475546,0.06954344734418928,0.07622935452575806,0.06720275558007478,0.030211742609432008,0.18297194141945483,0.0380206653390272,0.05546840693767013,0.19920880342697322,0.06261370216449323,0.02435537262735971,0.030503103513357263
2022-08-25,0.03164565942473021,0.055413898555882614,0.039701815492259665,0.014621926530909197,0.02919331151506887,0.07154781031237267,0.07776487320541185,0.06910814970624206,0.03100818531490685,0.18752947552552418,0.03899270243525848,0.05686530790847169,0.2037894630634454,0.06580917665910142,0.025008298513486824,0.03132920060140278
2022-08-26,0.031437417659441524,0.05418469211143919,0.03942156264331793,0.014171747927728658,0.02897756895306552,0.07080051101436977,0.07628688189080916,0.06801880369648443,0.030857497924521946,0.18541616953080703,0.038930243867651565,0.05626106099521505,0.20141592742099332,0.06573285320044467,0.024785946752838177,0.031060876852769696
2022-08-29,0.03297974335372889,0.02597087120364966,0.1686489957199367,0.033924498194528904,0.05303272811143799,0.07726227699319194,0.03321833481430359,0.07232881405540821,0.021389654357435513,0.022229560082378245,0.007654250018560455,0.039991631582877586,0.18580366544559607,0.05062359236356323,0.0217829306272306,0.05004454197424903
2022-08-30,0.03383167929975716,0.026826618584175312,0.17385232058621997,0.0351411497628862,0.05401936265783687,0.07951054335710706,0.03453389305779423,0.07462902695614312,0.021879062723341284,0.022808889860108716,0.007851062758945815,0.04104832905930711,0.19104291293505413,0.051615824310715146,0.022392729297101045,0.05135049751886484
2022-08-31,0.03284849246461482,0.0264751538328063,0.17152487757700297,0.03429164245566083,0.05271572734242917,0.07784063089034252,0.034366322990187326,0.07233900652352102,0.021334681028056676,0.022235414176719186,0.007668218243361013,0.039866744942512106,0.18631368886280444,0.05068985802428414,0.021843805172942654,0.05003265343703015
2022-09-01,0.033201471572804335,0.026881380687540077,0.17467890203220163,0.03454736187853443,0.05277356111899809,0.07836627794993417,0.03533426229437499,0.07261841026417556,0.021435908745329416,0.02237617970006287,0.00769317289206376,0.040041066223262194,0.18715619281768936,0.051439197327813296,0.022002416812692323,0.05037519317802107
2022-09-02,0.03359163834142363,0.02788909733276731,0.1789282184889949,0.03558152343255171,0.0535257162202391,0.0797683633327892,0.03570240350452751,0.07396410345385675,0.021778641042582945,0.022912911383884727,0.0078107439020469755,0.04090444684999051,0.19032096726815081,0.05217741306182623,0.022383509481441737,0.05117902459115491
2022-09-06,0.018995514556595868,0.057162464721479844,0.09325335029640484,0.04657820869177666,0.005451393767147045,0.07151427826113818,0.06397405259978439,0.15573219557305434,0.07913618052579371,0.016473691503405555,0.03198310173353136,0.013780241662435815,0.1142041387004162,0.08471649642801116,0.03987213551615081,0.07191225733332991
2022-09-07,0.01953111088005213,0.05983449695140696,0.09657283144047384,0.048081563398123535,0.005584482858593313,0.07346090226610091,0.065842005728438,0.1605015123039393,0.08151045614624314,0.016922021059759235,0.032625840677186706,0.014211629208883431,0.11735420682081402,0.08706811208284311,0.04094020196296434,0.07376727123214212
2022-09-08,0.018422204387345195,0.055923381415401444,0.08970400499844985,0.04470934055326321,0.005269675460757397,0.06937548021167739,0.05998208946717715,0.15042159860986984,0.07718628209139519,0.016109824757084418,0.030858080007083007,0.013461353991625265,0.11036701038471715,0.0833688823205528,0.03884480856475979,0.07030856394452378
2022-09-09,0.018852505951337896,0.057303776263730406,0.09229096033427281,0.04483209339136376,0.005364075300178853,0.07089811691238945,0.061229736793231286,0.15372570423406912,0.07892734878284093,0.016437367763878916,0.031507352499003737,0.013761253026043209,0.11276396300185865,0.0873106866069787,0.039559511216648184,0.07182830085496798
2022-09-12,0.034301189588552126,0.06549929886110947,0.06024194378336922,0.0528203141300804,0.04973063748322296,0.06079290141653299,0.05933711743907017,0.12055335026253235,0.04792707181476653,0.031224291711267785,0.019438344049771194,0.08250314126383965,0.07774701288285295,0.15725262306785262,0.027212129635230523,0.018151112438404452
2022-09-13,0.034772822898199704,0.06537617700561715,0.060762804453408134,0.05308062450065225,0.0499323104401527,0.061379487028787955,0.05968523527780737,0.1219365916808357,0.048383753627595526,0.03160305775984515,0.01969259114338933,0.08345107291609748,0.07835877011408379,0.161082648748407,0.027589207789493284,0.018483786034074457
2022-09-14,0.029174778684193502,0.056429593216778644,0.05214824284523261,0.04583544287703288,0.04225032039515106,0.05188597319458189,0.0523238408988929,0.10295084242922349,0.04018014639159412,0.026341092650906745,0.01637453321791444,0.06958925817686273,0.06596678344753691,0.1326193110866943,0.02318137529882165,0.015186957011651415
2022-09-15,0.029526897281948492,0.05690040117318409,0.05235293701823171,0.046215557349272324,0.04270214110795073,0.05252701483341271,0.0539115551431646,0.10462876453133038,0.040600117573861776,0.02663405244762965,0.016505654048734046,0.0705709371146976,0.06680629974127415,0.13693298668452591,0.023442045951365943,0.015404909973732967
2022-09-16,0.026780624601126318,0.052285001986703994,0.048015259724339725,0.0418329822209247,0.038884249349819974,0.04773838404419006,0.05006400434704159,0.09515437771013946,0.036687305663699786,0.02409942599279153,0.015088624183797647,0.06400634066329884,0.06065358902090879,0.12864125213776514,0.02123326075112365,0.013935515998270084
2022-09-19,0.039702905461675916,0.06560299145036715,0.03518448385191145,0.029022559807807425,0.03073608804661719,0.03256132504268447,0.04404435587502584,0.06894967162544557,0.125924891428352,0.07072433918439391,0.03742565724544447,0.04806147741847105,0.043930195538048195,0.00907078383589597,0.036418213618551194,0.05957567616577079
2022-09-20,0.040630803479695395,0.06715963826253353,0.03642961079368116,0.029623087265702827,0.03135355738988817,0.0332749150024252,0.04522106892728227,0.07035521462877385,0.12897422432116984,0.0724429507246158,0.03832354283443674,0.049260902731003135,0.04490329593209435,0.00919259533587591,0.03716632892028577,0.061014361310657884
