Date,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8
2022-03-23,-3.9886267049434188,2.6502297921624063,-1.3541267902493552,1.7973210068803753,0.5538460157038875,0.6338932197762162,0.539604134069105,-1.1699395181169405
2022-03-24,2.9006597789987247,-0.3261099579779241,0.3806332343129217,0.03552772642629162,-1.023025476758564,-1.0381136264077588,0.41085626628141525,1.2939318625313316
2022-03-25,1.6170046332391201,-3.8247886789405054,0.2974264789874495,-0.6030573961619166,-0.8448580387790054,2.534127557696431,0.9999350409147214,-0.09944245987208478
2022-03-28,0.4957802728774622,1.0087457783063039,3.5280857423519603,-1.6420898752109687,0.8427045582516342,-1.2006642433620303,0.7763746960076309,1.1838312556247446
2022-03-29,3.5888680061421208,4.09392873277459,0.36620022552096776,-2.0604432043747387,0.7256093312220427,0.011331952932813107,-0.92927261974523,1.770357597452454
2022-03-30,-2.1691405943242565,1.6475412849141884,-1.8699006794928366,-0.2655458829009723,0.2564268973319356,0.1219347027227561,0.055934622176941604,-0.8833080761292468
2022-03-31,-3.4196103223172325,-1.4450105165288123,0.5620223351583454,0.3608500547456389,-0.41771907377954764,-0.678000560247521,-0.06087620652630368,0.6134482200638078
2022-04-01,2.0749796746243927,-0.5254488977170062,1.160346203390929,-0.9523642891581979,0.4021087322681494,2.123201209917343,1.0103587530582812,0.32056045277107736
2022-04-04,1.9564271732660976,0.9833085327492643,-0.3256295876051989,1.713148579975218,0.9404459972718492,-1.6846015889625683,-0.39174853947960897,0.48694150292832683
2022-04-05,-1.879006421193221,-6.542509823133301,0.2303982968551685,0.20194237380956598,-1.7124835109277974,1.6220899400439892,-0.27055299141449446,-0.6328070884617625
2022-04-06,-2.1095529040710272,-1.692934209448981,0.10488668566323363,-0.3310678637010625,-1.8083724701863675,1.2706771338516984,-1.7417020185994518,0.4435295406918637
2022-04-07,0.19520042727511766,-0.8322404131133424,-0.5518303092802633,0.8819403847212965,-0.5211479122422153,-1.265530212829393,-0.5944934223868915,-0.20223916357362806
2022-04-08,0.108602594878618,-1.8478314815867936,-1.050308893365105,0.25082175013092745,-0.8587447844461351,1.584197667378874,0.40632786933657467,-0.7890083120200052
2022-04-11,-2.5007615670209455,-2.9385266166665684,-0.8347170293459026,0.4354962846751454,-1.390327872753692,-0.0138346416643422,-1.2262226545299761,-0.0075679245240415655
2022-04-12,-0.7554562191990585,1.8339601849761786,-1.0173374788202876,2.0000329022305143,0.9815068682009713,-1.0635751752640576,-2.7500219408064788,1.1461231644227179
2022-04-13,2.7485843265523267,2.5203646320516544,-0.7941659971940876,-0.18268136230544751,0.5241133196090518,-0.48201063170073605,-0.25614433928123137,0.1810740709155971
2022-04-14,-0.9398078636218469,-4.354449163472573,-0.3271108870408778,0.5484832627769852,-0.1633428299939988,1.5172836044359372,-0.10623850117849913,-0.36274341371890034
2022-04-18,-0.18594549104174002,-1.2855330736830326,-0.2145375664394256,1.3653624306822594,-0.3774163945109454,0.009389095471141593,-0.3763946736277098,-0.3300243296816324
2022-04-19,3.343844507321131,-2.096422060189859,2.9621798547749223,-1.1747787702431314,-0.9930589772623403,0.9334537054928866,0.6542101989405796,0.19872602223647848
2022-04-20,-0.8083785478947008,4.488463337559395,-0.28132010556763176,-1.7838738598952302,0.7900370733977959,0.8289852807313808,0.1162294131968324,0.7216492803416785
2022-04-21,-2.7048691959806286,-3.2454022862097434,-0.14130158308204357,0.17208402624903624,0.025864147903292018,1.2920108200550382,0.508340471699987,-0.5724849296626883
2022-04-22,-4.7324975944157925,-2.579676264739567,0.7927940798238623,-0.14529775681385645,0.28859538453255107,-0.5856019911352552,-0.46911477365012466,-0.08911364755944338
2022-04-25,-0.1766569352865687,2.63082412504015,2.4584306495075277,0.2981520900902226,2.3045338070364165,-2.556731200241109,-1.1474859234442891,0.7649471614179886
2022-04-26,-6.459162809678663,-0.10080545401060084,-0.4600799666324929,1.7695838973482318,0.6927010041020338,0.09040607421987654,-1.5578729036306134,-0.1606324839183089
2022-04-27,0.9540154701231579,-2.26627669892582,0.5912848606789752,1.0336481793829766,-0.6386149889744192,0.04180543434148144,-0.34980673986373023,-1.925539253399229
2022-04-28,4.216153785767573,2.222962671361024,1.4375299395000785,1.619750891906392,-0.07975424147650767,0.16918321816467055,1.1761269192804367,0.12853085653526342
2022-04-29,-4.414455415279996,-5.241653781428614,-2.7582072930096,-1.6589662730568302,-0.5066512580578897,-0.3879233935210515,1.1058812019641917,-1.5591631732865194
2022-05-02,1.863685938974151,-3.6249078508670536,0.42914285542649017,0.921449618980787,1.0107482239395682,-2.151241606391318,-1.1708057374386232,-0.6967084426186914
2022-05-03,0.8896167286600797,2.317303241176782,0.5845684415340191,-1.2117122172730561,0.2489720601538716,-0.04396904629591971,0.697958660986288,0.9913483837136889
2022-05-04,3.9989216287601996,6.009658855708577,-1.4261140281229179,0.2744743376037967,0.6321983290972399,-1.5159717448217573,-1.170364367474931,-0.31108272425456435
2022-05-05,-5.5603959403432475,-7.733436675403713,-0.5907275518503179,0.8669897471285979,-0.771523077354382,1.0082884543875568,-0.41556589219034407,0.41692351906716474
2022-05-06,-1.2322962746267836,-2.5917931141146475,-0.7474713241034371,0.45083541891495393,-0.5719823123322955,-0.29329612067530414,-0.4782486468003051,0.024675642745746962
2022-05-09,-7.488432382843522,-0.7278712844610941,0.817925234041024,-1.2864261475000325,0.09733768963650928,-3.368581253549456,-1.086199365154751,-0.5560257376588859
2022-05-10,0.4137442001607679,0.7755284531788356,0.7725851357732377,-0.4302674771570921,1.5491735089403103,-1.9858814836096017,1.1429240786742723,0.08831877133012038
2022-05-11,-3.507775821382745,2.3654126983047683,-0.9183877858811625,0.8742384202892813,0.7767031357260495,1.8221837367512042,0.809224459202294,-1.0625996422828476
2022-05-12,-0.25492311223202113,0.3014630892283312,2.2642834449470377,1.0970598404826422,0.36438352674569924,-0.15829265373077986,-2.2681499307308672,-0.2725681010302952
2022-05-13,5.450301968501123,0.9556133768871167,0.5671289763221642,-0.48993625560469956,-1.1022199251863765,1.1007860491773667,-0.7993072348120411,-2.466236399482013
2022-05-16,-0.7181402210901241,1.269393823352296,-1.7322160001554998,-0.13523831575512593,0.05739908030195333,-0.10767927347094873,-0.15905514974007587,0.06797208786014197
2022-05-17,4.778839086990979,-0.8795294450608361,0.15778647439675922,-2.4754220765884223,-1.425138281670691,0.6001562116730726,0.9524753689626345,-1.2044257095456814
2022-05-18,-7.516541398989264,0.26450493960687826,0.3103516259321831,0.267140022118727,0.5637354001676338,-0.3950048540549236,0.6705116067399398,-0.11094483551206753
2022-05-19,0.3524578218679171,2.292908207146006,-2.8923445793907057,-1.493237081594489,-0.09447948448393731,-0.9600228065703498,-0.8778670488039441,0.7631481162264686
2022-05-20,-0.3011132776751823,2.0339801884130244,0.6899259628131262,0.07240253824482987,-0.03453309123768779,0.07062581514139883,-0.005320986440706056,-0.17681385025540342
2022-05-23,4.023167070926987,-0.02734765772816722,-1.4466390570739214,-1.5656804688137653,-0.5237689521205839,-0.16578636132272506,-0.18516264073491545,0.4979905508424347
2022-05-24,-2.3600921604673006,4.222057229680399,-0.3361539684440094,-0.6349937326300881,1.2498733373203519,-0.6674103850943635,-0.8101773362442383,2.0475844687122353
2022-05-25,1.7297900153369545,2.4862194321121116,1.1535569499488743,0.4845129723116184,2.25182842150016,-1.2847946868557576,-0.8748074819796878,1.8181765399804652
2022-05-26,3.7260124725591983,1.7285730239063324,-0.3938552037269618,-0.08895371808605307,1.1074449696096558,-1.4480195341928868,-0.42665485661953767,0.08746975673453643
2022-05-27,3.7718794440123937,2.9910516774242235,0.6823295099742946,-0.06159711789370404,0.24043901678381635,0.311800018805562,-0.27703014965656764,0.34664938829319003
2022-05-31,0.21697136986943621,-3.9858425422573154,0.22428243634533546,-0.47445344931620037,-0.8304910302495312,0.10521819317421632,0.29421483568398754,-1.3697768245265451
2022-06-01,-0.7280774168324167,-2.502466838505162,0.08302879150947744,1.4503429296466277,-0.16482037937535143,0.7331663686560823,1.3966834174581386,0.799467762747674
2022-06-02,3.5006825526295082,2.9741868968356813,-1.6596545427712917,-0.3795989098220511,-0.6769720322525785,0.4275058924270316,0.23252330242117789,-0.8134261269597101
2022-06-03,-2.832786940853292,-1.5161999291343449,0.34447051968330666,0.840994557241289,0.8452571442071233,0.7604436085951696,-0.41738386408962486,-1.284398121795704
2022-06-06,1.36274510479411,-2.9114003670081026,0.0849814383752621,0.09291505760011963,-0.9594371204274939,0.5413582620563067,0.17410585531651607,-0.9838394024200476
2022-06-07,0.9418742619666505,2.721934764242539,0.2906631188690147,0.13495849174570074,-0.0927667587505798,0.4928854651318884,0.44717658320514747,0.419947449668976
2022-06-08,-1.4654745215722156,-2.5044873122934743,-0.6685070246239629,0.9183050953398689,-0.36627752219809756,-0.09396912238019045,0.46042306217340345,-1.4478334651365699
2022-06-09,-4.14482869943261,-2.453779374515198,0.19093842484357018,1.2115956150580591,0.4923726996790833,0.21554737795591733,0.37260401948817967,-0.22070536358205595
2022-06-10,-3.7438750117523005,-5.331440421656477,-0.6489241461438993,0.965191856902808,-1.2944458848891813,2.027074265543952,3.298503206412828,0.5644737217333786
2022-06-13,-4.733894610010407,-11.283449268097309,0.645163163758839,-0.12212040903610585,-0.3909597160324897,1.2783708620156906,1.4636838418142526,-1.994367273008832
2022-06-14,1.2239930255170037,-3.0108408649212937,0.43503618619241186,-0.9552731587781967,0.4331346720871482,-0.816828679511736,0.1898851790430657,1.3383107462181185
2022-06-15,1.459799186096012,7.7423855857636035,-0.4389994551152031,-0.6734406198381612,0.3790168496394299,-1.5584054613858755,-1.2454895655657854,0.9342206075985334
2022-06-16,-5.936443522562723,-0.13003348607095888,-2.8053238181181097,-1.232083106036703,-0.41027618129886734,-0.04657007397067367,-0.0550861878858954,0.04320629262734197
2022-06-17,0.11872757552991994,0.2879403410345558,3.1797366194810257,0.315873788125712,-0.5011798391948585,-0.9455354599847288,0.2318300389398409,0.6917336558770407
2022-06-21,4.192653671414474,-0.48160404208951624,0.3249446510659788,-0.7682863647786536,-1.6085308560652751,-0.05569788042692995,-0.5240165866111987,-1.1633767760642426
